doi,pmid,title,paper_type,relevance_score_llm,biological_context,data_modalities_used,annotation_status,llm_query_date,llm_model,is_method_paper,is_method_comparison_paper,review_type,methodology_type,covered_analysis_steps,pipeline_package_name,main_goals,data_links_mentioned,code_availability.status,code_availability.link_in_abstract_or_title,is_spatial_omics,is_disease_specific_review,is_pipeline_paper
10.1101/2024.08.27.609817,39253413,Effects of connectivity hyperalignment (CHA) on estimated brain network properties: from coarse-scale to fine-scale.,method,relevant,N/A,['functional magnetic resonance imaging (fMRI)'],weak_llm_annotated,2025-06-26T12:46:11.493886,models/gemini-2.5-flash-lite-preview-06-17,True,False,N/A,algorithm,"['Functional alignment', 'Connectivity analysis', 'Brain network analysis']",N/A,"This study aims to determine how connectivity hyperalignment (CHA), an analytic approach for handling functional misalignment, can change estimated functional brain network topologies at various spatial scales. The findings highlight the role of CHA in improving inter-subject similarities while retaining individual-specific information at finer spatial granularities.",[],Not mentioned,N/A,,,
10.1016/j.isci.2024.110620,39252972,Spatial characterization and stratification of colorectal adenomas by deep visual proteomics.,application,relevant,Colorectal adenomas,"['histology images', 'spatial proteomics', 'mass spectrometry', 'immunohistochemistry']",weak_llm_annotated,2025-06-26T12:46:17.616810,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,[],N/A,"This paper aimed to establish a molecular feature-based risk allocation framework for colorectal adenomas using Deep Visual Proteomics (DVP). DVP combines AI, microdissection, and mass spectrometry to characterize cellular heterogeneity and identify protein markers linked to recurrence and metabolic shifts. The study sought to refine early detection and personalize patient management strategies.",[],Not mentioned,N/A,,,
10.1038/s41435-024-00297-0,39251886,Combined single cell and spatial transcriptome analysis reveals cellular heterogeneity of hedgehog pathway in gastric cancer.,application,relevant,Gastric cancer,"['single-cell sequencing', 'spatial transcriptomics', 'bulk transcriptome']",weak_llm_annotated,2025-06-26T12:46:23.394836,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,[],N/A,"This study combines single-cell and spatial transcriptomics to investigate the hedgehog pathway in gastric cancer. It identifies fibroblasts with enriched hedgehog pathway activity and highlights the role of CCND1 in their development and association with tumor progression, immune response, and chemotherapeutic efficacy.",[],Not mentioned,N/A,,,
10.1038/s41467-024-52167-y,39251578,Glioblastoma cells increase expression of notch signaling and synaptic genes within infiltrated brain tissue.,application,relevant,Glioblastoma infiltrated brain tissue,['spatial transcriptomics'],weak_llm_annotated,2025-06-26T12:46:29.283993,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Spatial Gene Expression Analysis', 'Clustering', 'Visualization']",N/A,"This study characterizes the gene expression landscape of glioblastoma cells within infiltrated brain tissue using spatial transcriptomics. It identifies increased expression of neurodevelopmental and glial differentiation genes in these cells, suggesting new therapeutic targets for recurrent tumors after surgical resection.",[],Not mentioned,N/A,,,
10.1136/gutjnl-2024-332193,39251326,Microbiota-induced S100A11-RAGE axis underlies immune evasion in right-sided colon adenomas and is a therapeutic target to boost anti-PD1 efficacy.,application,relevant,Colorectal cancer (specifically right-sided colon adenomas),"['single-cell transcriptomics', 'spatial transcriptomics', 'animal experiments', 'clinical specimens']",weak_llm_annotated,2025-06-26T12:46:35.403938,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Spatial Gene Expression Analysis', 'Cell-Cell Interaction Analysis']",N/A,"To characterize differences between left-sided and right-sided colon adenomas, identify the microbiota-induced S100A11-RAGE axis underlying immune evasion in right-sided adenomas, and demonstrate its potential as a therapeutic target to enhance anti-PD1 efficacy.",[],Not mentioned,N/A,,,
10.1016/j.jsr.2024.07.003,39251289,Development of an algorithm for analysis of routes: Case studies using novice and older drivers.,method,irrelevant,N/A,['GPS data'],weak_llm_annotated,2025-06-26T12:46:41.236038,models/gemini-2.5-flash-lite-preview-06-17,True,False,N/A,algorithm,"['Spatial Domain Identification', 'Clustering']",N/A,"This paper presents a new GPS data-based algorithm to analyze the uniqueness of driving routes. The algorithm assesses driving route diversity and familiarity, producing measures that correlate with driving behavior and psychological/physical outcomes in novice and older drivers.",[],Not mentioned,N/A,,,
10.1093/bioinformatics/btae546,39250728,Bin2cell reconstructs cells from high resolution Visium HD data.,method,highly_relevant,Mouse brain and human colorectal cancer,"['Visium HD data', 'HE-stained images', 'transcriptomic data']",weak_llm_annotated,2025-06-26T12:46:47.073838,models/gemini-2.5-flash-lite-preview-06-17,True,False,N/A,tool,"['Cell Segmentation', 'Spatial Gene Expression Analysis']",bin2cell,Bin2cell reconstructs cells from high-resolution Visium HD data by leveraging morphology image segmentation and gene expression information. It aims to improve downstream analysis compared to default lower-resolution binning. The tool operates efficiently and is compatible with established Python single-cell and spatial transcriptomics software.,[],GitHub link provided,https://github.com/Teichlab/bin2cell,,,
10.1109/TVCG.2024.3456314,39250399,UnDRground Tubes: Exploring Spatial Data with Multidimensional Projections and Set Visualization.,method,highly_relevant,N/A,[],weak_llm_annotated,2025-06-26T12:46:52.918361,models/gemini-2.5-flash-lite-preview-06-17,True,False,N/A,pipeline,"['Dimension Reduction', 'Visualization']",UnDRground Tubes (UT),"The paper proposes UnDRground Tubes (UT), a visualization idiom for analyzing multivariate spatial data. UT combines set visualization and multidimensional projections to address challenges in analyzing latent components from methods like Spatial Blind Source Separation (SBSS). The approach is integrated into an interactive multiple-view system and validated through expert interviews and evaluations.",[],Not mentioned,N/A,,,
10.7150/ijbs.98362,39247824,Multiomics analyses decipher intricate changes in the cellular and metabolic landscape of steatotic livers upon dietary restriction and sleeve gastrectomy.,application,relevant,Metabolic dysfunction-associated steatotic liver disease (MASLD),"['single-cell transcriptome analysis', 'single-nuclei transcriptome analysis', 'spatial metabolomics', 'immunohistochemistry', 'circulating biomarkers', 'serum samples', 'AI-assisted image analysis']",weak_llm_annotated,2025-06-26T12:46:58.994456,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,[],N/A,"This study aimed to elucidate the intricate hepatic changes following dietary restriction (DR), sleeve gastrectomy (SG), or sham surgery in rats with diet-induced obesity-related MASLD, comparing them to a clinical cohort. It sought to understand the distinct metabolic or immunological changes induced by these interventions in MASLD livers. The findings highlight the role of PPARα, gut-liver axis, and metabolically active myeloid cells in SG's therapeutic effects on MASLD.",[],Not mentioned,N/A,,,
10.3389/fimmu.2024.1415435,39247201,HMGB2 drives tumor progression and shapes the immunosuppressive microenvironment in hepatocellular carcinoma: insights from multi-omics analysis.,application,relevant,Hepatocellular carcinoma (HCC),"['scRNA-seq', 'Bulk RNA-seq', 'spatial transcriptomics', 'multiplex immunohistochemistry', 'clinical samples']",weak_llm_annotated,2025-06-26T12:47:05.109499,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Spatial Gene Expression Analysis', 'Spatial Domain Identification', 'Cell-Cell Interaction Analysis']",N/A,"This study aimed to identify key factors influencing the immunosuppressive microenvironment in hepatocellular carcinoma (HCC) and investigate the role of HMGB2 in HCC progression and immune evasion. The research used multi-omics approaches, including spatial transcriptomics and multiplex immunohistochemistry, to validate findings in clinical samples.",[],Not mentioned,N/A,,,
10.1177/11779322241272387,39246684,Comparing Deep Learning Performance for Chronic Lymphocytic Leukaemia Cell Segmentation in Brightfield Microscopy Images.,method_comparison,relevant,Chronic lymphocytic leukaemia cells,"['brightfield microscopy images', 'histology images']",weak_llm_annotated,2025-06-26T12:47:11.042968,models/gemini-2.5-flash-lite-preview-06-17,False,True,N/A,algorithm,['Cell Segmentation'],StarDist,"This paper compares the performance of eight state-of-the-art neural network architectures for segmenting chronic lymphocytic leukaemia cells in brightfield microscopy images. The goal is to identify the optimal segmentation method by evaluating cell characteristics and agreement with ground truth. The study found that while overall agreement with ground truth was similar, different methods preferred different morphological features, highlighting the importance of application-specific method selection.",[],Not mentioned,N/A,,,
10.1038/s41467-024-49457-w,39242579,Intracellular spatial transcriptomic analysis toolkit (InSTAnT).,method,highly_relevant,Brain structures,"['MERFISH', 'spatial transcriptomics', 'smFISH']",weak_llm_annotated,2025-06-26T12:47:16.940613,models/gemini-2.5-flash-lite-preview-06-17,True,False,N/A,tool,"['Spatial Gene Expression Analysis', 'Clustering', 'Visualization']",InSTAnT,Develops Intracellular Spatial Transcriptomic Analysis Toolkit (InSTAnT) for extracting molecular relationships from spatial transcriptomics data at single molecule resolution. Uses specialized statistical tests to detect gene co-localization patterns within cells and across the cellular landscape. Showcases the toolkit on diverse datasets and identifies cell type and region-specific gene co-localizations in the brain.,[],Not mentioned,N/A,,,
10.1038/s41467-024-51935-0,39242563,ST-GEARS: Advancing 3D downstream research through accurate spatial information recovery.,method,highly_relevant,"Tissue regionalization, organogenesis, and development","['spatial transcriptomics', 'histology images']",weak_llm_annotated,2025-06-26T12:47:23.036685,models/gemini-2.5-flash-lite-preview-06-17,True,False,N/A,pipeline,"['Spatial Alignment', 'Distortion Correction', 'Spatial Profile Recovery']",ST-GEARS,"To address discrepancies in 3D spatial transcriptomics reconstructions by proposing ST-GEARS, a system for accurate spatial information recovery. ST-GEARS employs distributive constraints and elastic fields to precisely align sections and counteract distortions, ultimately recovering the original spatial profile for reliable downstream analysis.",[],Not mentioned,N/A,,,
10.1016/j.bbcan.2024.189178,39241895,Matrisomics: Beyond the extracellular matrix for unveiling tumor microenvironment.,review,relevant,Cancer progression and tumor microenvironment,"['epigenomics', 'genomics', 'transcriptomics', 'proteomics', 'single-cell RNA sequencing', 'spatial transcriptomics']",weak_llm_annotated,2025-06-26T12:47:28.992838,models/gemini-2.5-flash-lite-preview-06-17,False,False,disease_specific_review,N/A,[],N/A,"This paper reviews the growing field of cancer matrisomics, which utilizes diverse -omics approaches to study the matrisome (proteins constituting or interacting with the extracellular matrix) in the tumor microenvironment. It explores patterns of matrisomal populations across different cancers, investigates dysregulation by cell type and spatial location, and highlights the potential of matrisome genes as biomarkers for cancer progression and treatment efficacy.",[],Not mentioned,N/A,,,
10.1016/j.cmpb.2024.108352,39241330,Evaluation of tumor budding with virtual panCK stains generated by novel multi-model CNN framework.,method,relevant,Breast cancer-invaded lymph nodes,"['HE-stained images', 'histology images']",weak_llm_annotated,2025-06-26T12:47:35.156431,models/gemini-2.5-flash-lite-preview-06-17,True,False,N/A,framework,"['Cell Segmentation', 'Staining and Labeling', 'Image Processing', 'Visualization']",N/A,"To address the goal of producing virtual panCK stains capable of replacing chemical panCK, this paper proposes an innovative multi-model framework combining Mask-RCNN and GAN models. This framework is used to evaluate tumor budding in breast cancer samples, demonstrating superior accuracy compared to existing single cycleGAN models.",[],Not mentioned,N/A,,,
10.1038/s41467-024-51186-z,39237549,Spatial transcriptomics defines injury specific microenvironments and cellular interactions in kidney regeneration and disease.,application,relevant,Mouse ischemia-reperfusion injury in the kidney,"['spatial transcriptomics', 'histology images']",weak_llm_annotated,2025-06-26T12:47:41.070005,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Spatial Gene Expression Analysis', 'Cell-Cell Interaction Analysis', 'Spatial Domain Identification']",N/A,To apply single-cell spatial transcriptomics to examine ischemia-reperfusion injury in the mouse kidney. The study aims to reveal injury-specific and spatially-dependent gene expression patterns and predict molecular interplay between kidney cells and fibroblasts. It also seeks to identify cellular microenvironments resembling tertiary lymphoid structures and associated molecular pathways.,[],Not mentioned,N/A,,,
10.1038/s41467-024-51767-y,39237503,Unraveling the spatial organization and development of human thymocytes through integration of spatial transcriptomics and single-cell multi-omics profiling.,method,highly_relevant,Human thymus development,"['spatial transcriptomics', 'single-cell multi-omics', 'VDJ sequencing']",weak_llm_annotated,2025-06-26T12:47:46.969719,models/gemini-2.5-flash-lite-preview-06-17,True,False,N/A,pipeline,"['Integration with other omics', 'Spatial Gene Expression Analysis', 'Visualization']",TSO-his,"Develops the TSO-his tool for integrating multimodal single-cell and spatial transcriptomics data to decipher human thymus structure. Characterizes dynamic changes in cell types and markers, identifies ELOVL4's role in CD4+ T cell positive selection, reconstructs thymic architecture, and delineates intermediate thymocyte states. Enhances understanding of thymic biology and informs potential therapeutic interventions.",[],Not mentioned,N/A,,,
10.1093/jbmr/zjae144,39236220,The G protein-coupled receptor ADGRG6 maintains mouse growth plate homeostasis through IHH signaling.,application,relevant,Mouse growth plate homeostasis,"['spatial transcriptomics', 'histology images']",weak_llm_annotated,2025-06-26T12:47:52.855019,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Spatial Gene Expression Analysis', 'Spatial Domain Identification']",N/A,"This study investigates the role of ADGRG6 in maintaining mouse growth plate homeostasis. It demonstrates that ADGRG6 is essential for regulating chondrocyte proliferation, differentiation, and signaling pathways like IHH and PTHrP. The findings elucidate the mechanisms by which this receptor contributes to skeletal growth.",[],Not mentioned,N/A,,,
10.1371/journal.pcbi.1012409,39235988,MVST: Identifying spatial domains of spatial transcriptomes from multiple views using multi-view graph convolutional networks.,method,highly_relevant,N/A,"['spatial transcriptomics', 'histology images', 'gene expression information', 'spatial location information']",weak_llm_annotated,2025-06-26T12:47:58.757310,models/gemini-2.5-flash-lite-preview-06-17,True,False,N/A,framework,"['Spatial Domain Identification', 'Clustering']",MVST,"MVST proposes an unsupervised clustering framework based on multiview graph convolutional networks to identify spatial domains in spatial transcriptomes by leveraging gene expression, spatial location, and histopathological image information. It aims to achieve more accurate spatial domain recognition by comprehensively utilizing data from multiple views. The method was validated on real and simulated datasets, demonstrating improved accuracy compared to existing methods.",[],Not mentioned,N/A,,,
10.1002/advs.202405240,39234807,Spatial Transcriptomic Study Reveals Heterogeneous Metabolic Adaptation and a Role of Pericentral PPARα/CAR/Ces2a Axis During Fasting in Mouse Liver.,application,relevant,Mouse liver adaptation to fasting and refeeding states,['spatial transcriptomics'],weak_llm_annotated,2025-06-26T12:48:04.698971,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,[],N/A,"To elucidate dynamic temporal-spatial gene cascades and liver zonation adaptation to nutritional shifts using spatial transcriptomics. The study identifies pericentral CAR as a regulator of triglyceride metabolism during fasting, influenced by Pparα activation and enhancing lipolysis via Ces2a.",[],Not mentioned,N/A,,,
10.1161/ATVBAHA.123.320330,39234691,Spatial Transcriptomic Approach to Understanding Coronary Atherosclerotic Plaque Stability.,application,relevant,Coronary atherosclerotic plaques,"['spatial transcriptomics', 'histology images']",weak_llm_annotated,2025-06-26T12:48:10.624847,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Spatial Gene Expression Analysis', 'Deconvolution']",N/A,To investigate the vascular microenvironment in patients with stable and unstable coronary atherosclerotic plaques using spatial transcriptomics. The study aimed to map the vascular transcriptome and characterize cell-specific and regional transcriptional alterations associated with plaque instability. It seeks to identify novel mediators of acute coronary syndrome and inform preventative/therapeutic strategies.,[],Not mentioned,N/A,,,
10.1016/j.patter.2024.101022,39233694,CellContrast: Reconstructing spatial relationships in single-cell RNA sequencing data via deep contrastive learning.,method,highly_relevant,Mouse embryo and human breast cells,"['spatial transcriptomics', 'SeqFISH', 'Stereo-seq', '10X Visium', 'MERSCOPE', 'single-cell RNA sequencing']",weak_llm_annotated,2025-06-26T12:48:16.683522,models/gemini-2.5-flash-lite-preview-06-17,True,False,N/A,framework,"['spatial reconstruction', 'cell-type co-localization analysis', 'cell-cell communication analysis']",CellContrast,"CellContrast is a computational method for reconstructing spatial relationships among single-cell RNA sequencing (scRNA-seq) cells using spatial transcriptomics (ST) reference data. It employs a deep contrastive learning framework to project gene expressions into a hidden space, enabling proximate cells to share similar representations. The method aims to facilitate accurate spatial reconstruction and enable downstream analyses like cell-type co-localization and cell-cell communication.",[],Not mentioned,N/A,,,
10.1016/j.patter.2024.101021,39233691,Reliable imputation of spatial transcriptomes with uncertainty estimation and spatial regularization.,method,highly_relevant,N/A,"['spatial transcriptomics', 'single-cell reference data']",weak_llm_annotated,2025-06-26T12:48:22.613189,models/gemini-2.5-flash-lite-preview-06-17,True,False,N/A,algorithm,"['Imputation', 'Uncertainty Estimation', 'Spatial Regularization', 'Spatial Gene Expression Analysis']",TransImpute,"The paper introduces TransImpute, a computational model for imputing missing features in spatial transcriptomics. It uniquely provides uncertainty estimation and uses spatial regularization to improve accuracy and reliability of imputation. This enhances downstream analyses like detecting spatial variable genes and ligand-receptor pairs.",[],Not mentioned,N/A,,,
10.1038/s41586-024-07926-8,39232171,An aberrant immune-epithelial progenitor niche drives viral lung sequelae.,application,relevant,Post-acute sequelae of SARS-CoV-2 (PASC) and viral lung disease,"['spatial transcriptomics', 'HE-stained images', 'imaging', 'snRNA-seq']",weak_llm_annotated,2025-06-26T12:48:28.472298,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,[],N/A,The study identified an aberrant immune-epithelial progenitor niche in fibroproliferation in respiratory PASC using patient cohorts and a mouse model. It highlights CD8+ T cell-macrophage interactions driving fibrosis and proposes therapeutic strategies targeting IFNγ+TNF or IL-1β.,[],Not mentioned,N/A,,,
10.1007/s10278-024-01224-5,39230872,Optimized Spatial Transformer for Segmenting Pancreas Abnormalities.,method,relevant,Pancreas abnormality segmentation,"['Magnetic Resonance Imaging', 'MRI data']",weak_llm_annotated,2025-06-26T12:48:34.477928,models/gemini-2.5-flash-lite-preview-06-17,True,False,N/A,algorithm,"['Preprocessing', 'Segmentation']",SHLAM,"This paper introduces a novel approach called the Spatial Horned Lizard Attention Approach (SHLAM) for segmenting pancreas abnormalities. The method includes preprocessing to remove noise, feature identification for forecasting impacted regions, and segmentation. The SHLAM method demonstrated high accuracy compared to existing models.",[],Not mentioned,N/A,,,
10.1093/bioinformatics/btae394,39230711,Graspot: a graph attention network for spatial transcriptomics data integration with optimal transport.,method,highly_relevant,Human heart developmental processes,"['spatial transcriptomics', 'HE-stained images', 'gene expression']",weak_llm_annotated,2025-06-26T12:48:40.570209,models/gemini-2.5-flash-lite-preview-06-17,True,False,N/A,algorithm,"['Data Integration', 'Batch Correction', 'Spatial Domain Identification', 'Coordinate Alignment']",Graspot,Graspot is a graph attention network designed for spatial transcriptomics data integration with unbalanced optimal transport. It aims to remove batch effects while preserving biological structure by aligning common structures across multiple ST datasets and embedding them into a unified latent space. The method excels in partial alignment and accurately reconstructs human heart developmental processes.,[],GitHub link provided,https://github.com/zhan009/Graspot,,,
10.1093/bioinformatics/btae383,39230702,Predicting spatially resolved gene expression via tissue morphology using adaptive spatial GNNs.,method,highly_relevant,Breast cancer,"['HE-stained images', 'histology images', 'spatial transcriptomics']",weak_llm_annotated,2025-06-26T12:48:46.711279,models/gemini-2.5-flash-lite-preview-06-17,True,False,N/A,framework,"['Spatial Gene Expression Analysis', 'Spatial Domain Identification']",asGNN,The paper presents a graph neural network based framework (adaptive spatial GNNs) to predict spatial gene expression from tissue histological images. The method aims to provide a scalable alternative to expensive spatial transcriptomics technologies. Experiments show improved prediction performance and better delineation of spatial domains.,[],GitHub link provided,https://github.com/song0309/asGNN/,,,
10.1101/2024.08.20.608866,39229219,"Morphogenic, molecular, and cellular adaptations for unidirectional airflow in the chicken lung.",application,relevant,Chicken lung development and adaptation to unidirectional airflow,"['multiscale 3D imaging', 'single-cell transcriptomics', 'Stereo-seq spatial transcriptomics', 'histology images']",weak_llm_annotated,2025-06-26T12:48:52.665405,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Spatial Gene Expression Analysis', 'Cell Segmentation', 'Cell-Cell Interaction Analysis']",N/A,"This study delineates the morphogenic, molecular, and cellular features that enable unidirectional airflow in the chicken lung. It identifies key developmental processes, including parabronchi formation and alveologenesis, and characterizes a novel luminal cell type. The research aims to explore evolutionary lung diversification and lay the foundation for functional genetic analysis.",[],Not mentioned,N/A,,,
10.1101/2024.08.16.608247,39229153,Spatial Immunophenotyping from Whole-Slide Multiplexed Tissue Imaging Using Convolutional Neural Networks.,method,highly_relevant,Melanoma,"['multiplexed immunofluorescence', 'histology images']",weak_llm_annotated,2025-06-26T12:48:58.909242,models/gemini-2.5-flash-lite-preview-06-17,True,False,N/A,pipeline,"['Nuclei detection', 'Cell segmentation', 'Cell classification', 'Immuno-phenotyping']",CellGate,"The paper introduces CellGate, a deep-learning computational pipeline for streamlined, end-to-end whole-slide multiplexed immunofluorescence (mIF) image analysis. It aims to automate nuclei detection, cell segmentation, cell classification, and immuno-phenotyping from mIF images, addressing the labor-intensive nature of current analyses. The goal is to enable high-throughput whole-slide mIF tissue image analysis for large-scale clinical and research applications with improved consistency.",[],Not mentioned,N/A,,,
10.1101/2024.08.17.608400,39229112,Recon8D: A metabolic regulome network from oct-omics and machine learning.,method,relevant,Cancer cell lines,"['genomics', 'epigenomics', 'histone post-translational modifications', 'DNA-methylation', 'transcriptomics', 'RNA splicing', 'miRNA-omics', 'proteomics', 'phosphoproteomics', 'metabolomics']",weak_llm_annotated,2025-06-26T12:49:04.853500,models/gemini-2.5-flash-lite-preview-06-17,True,False,N/A,pipeline,"['Data integration', 'Predictive modeling']",Recon8D,Recon8D predicts metabolomic variation from multi-omics data using machine learning. It reconstructs multiomic interaction subnetworks and prioritizes predictive features for single-cell and spatial metabolomics. The study highlights YAP1 signaling as a global predictor and identifies predictive features enriched for synthetic-lethal interactions.,[],Not mentioned,N/A,,,
10.1101/2024.08.23.609477,39229093,SPACE: Spatially variable gene clustering adjusting for cell type effect for improved spatial domain detection.,method,highly_relevant,N/A,['spatial transcriptomics'],weak_llm_annotated,2025-06-26T12:49:10.941331,models/gemini-2.5-flash-lite-preview-06-17,True,False,N/A,framework,"['Clustering', 'Spatial Domain Identification', 'Spatial Gene Expression Analysis']",SPACE,"SPACE is a framework that classifies spatially variable genes (SVGs) based on their spatial patterns, adjusting for confounding effects caused by shared cell types. This aims to improve spatial domain detection by grouping SVGs and using these groups in downstream analysis, without requiring prior knowledge of gene cluster numbers or cell types. The method has demonstrated efficiency and promise in simulations and real data analyses.",[],Not mentioned,N/A,,,
10.1101/2024.08.19.24312277,39228698,Endogenous adenine is a potential driver of the cardiovascular-kidney-metabolic syndrome.,application,relevant,"Cardiovascular-kidney-metabolic (CKM) syndrome, hypertrophic cardiomyopathy, heart failure with preserved ejection fraction, myocardial infarction","['spatial metabolomics', 'bulk metabolomics', 'single nucleus gene expression', 'urine adenine/creatinine ratio', 'snRNA-seq', 'heart adenine and MTAP gene expression']",weak_llm_annotated,2025-06-26T12:49:17.170259,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Spatial Gene Expression Analysis', 'Spatial Metabolomics Analysis', 'Gene Expression Analysis']",N/A,This study investigates the role of endogenous adenine in the cardiovascular-kidney-metabolic (CKM) syndrome. It identifies adenine as upregulated in the hearts of patients with diabetes and left ventricular hypertrophy and demonstrates that adenine accumulation causes heart dysfunction and ischemic heart damage in preclinical models. The findings suggest adenine is a potential driver and therapeutic target for CKM syndrome-related heart diseases.,[],Not mentioned,N/A,,,
10.1093/bib/bbae437,39228303,ST-SCSR: identifying spatial domains in spatial transcriptomics data via structure correlation and self-representation.,method,highly_relevant,N/A,['spatial transcriptomics'],weak_llm_annotated,2025-06-26T12:49:23.022727,models/gemini-2.5-flash-lite-preview-06-17,True,False,N/A,algorithm,"['Spatial Domain Identification', 'Clustering']",ST-SCSR,"This paper introduces ST-SCSR, a novel algorithm for identifying spatial domains in spatial transcriptomics data. It integrates local and global information, and similarity of spatial domains by utilizing matrix tri-factorization and learning an affinity graph of spots.",[],Not mentioned,N/A,,,
10.1038/s41588-024-01890-9,39227743,Spatially resolved analysis of pancreatic cancer identifies therapy-associated remodeling of the tumor microenvironment.,method,highly_relevant,Pancreatic cancer,"['single-cell spatial transcriptomics', 'histology images', 'ex vivo tumoroid coculture system']",weak_llm_annotated,2025-06-26T12:49:28.955942,models/gemini-2.5-flash-lite-preview-06-17,True,False,N/A,algorithm,"['Cell-Cell Interaction Analysis', 'Spatial Gene Expression Analysis']",SCOTIA,"The study introduces SCOTIA, a novel optimal transport model for analyzing cell-cell interactions based on spatial distance and ligand-receptor gene expression. It demonstrates the method's ability to identify therapy-associated remodeling of the tumor microenvironment and molecular interactions conferring therapeutic resistance in pancreatic cancer.",[],Not mentioned,N/A,,,
10.1016/j.eururo.2024.08.025,39227262,Clinical Implications of Basic Research: Exploring the Transformative Potential of Spatial 'Omics in Uro-oncology.,review,relevant,Urological cancers,"['spatial transcriptomics', 'spatial proteomics']",weak_llm_annotated,2025-06-26T12:49:34.923895,models/gemini-2.5-flash-lite-preview-06-17,False,False,disease_specific_review,N/A,"['spatial molecular architecture mapping', 'tracking clonal phylogenetics in situ', 'immune-cell interactions in the tumour microenvironment']",N/A,"This paper reviews the transformative potential of spatial molecular technologies (spatial 'omics) in uro-oncology. It highlights how these platforms can uncover tumor heterogeneity, provide insights into disease development and progression, and aid in diagnosis and treatment strategies, particularly for risk stratification and precision medicine. Current challenges and future directions driven by evolving technologies and machine learning are also discussed.",[],Not mentioned,N/A,,,
10.1016/j.pathol.2024.06.004,39227250,"The effect of Proteinase K treatment on GeoMx digital spatial profiling data quality from formalin-fixed, paraffin-embedded tissue.",method_comparison,relevant,"Nasal mucosa, tonsil, pancreas","['formalin-fixed, paraffin-embedded tissue', 'spatial transcriptomics', 'sequencing']",weak_llm_annotated,2025-06-26T12:49:40.968159,models/gemini-2.5-flash-lite-preview-06-17,False,True,N/A,N/A,"['Preprocessing', 'Data Quality Analysis']",N/A,"This study investigates the impact of Proteinase K (ProtK) treatment on spatial transcriptomic data quality from FFPE tissues using GeoMx DSP and Illumina NextSeq 2000. The aim is to understand how ProtK affects metrics like total reads, signal-to-noise ratio, and gene detection, across different tissue types and ProtK concentrations. The findings highlight the need for careful optimization of sample processing workflows for spatial transcriptomics.",[],Not mentioned,N/A,,,
10.1097/HEP.0000000000001080,39226402,Immunobiology of primary sclerosing cholangitis.,review,relevant,Primary sclerosing cholangitis (PSC),"['single-cell RNA sequencing', 'spatial transcriptomics']",weak_llm_annotated,2025-06-26T12:49:46.836641,models/gemini-2.5-flash-lite-preview-06-17,False,False,disease_specific_review,N/A,[],N/A,"To provide a comprehensive overview of recent immunobiology insights in Primary Sclerosing Cholangitis (PSC), with a particular emphasis on immunological concepts like tissue residency and knowledge gained from novel technologies such as single-cell RNA sequencing and spatial transcriptomics. The review covers major and newly described immune cell types in PSC-diseased livers and highlights the importance of time and space in PSC heterogeneity.",[],Not mentioned,N/A,,,
10.1097/HC9.0000000000000516,39225682,The immune microenvironment of steatotic hepatocellular carcinoma: Current findings and future prospects.,review,relevant,Steatotic hepatocellular carcinoma (MASH-HCC),"['single-cell RNA sequencing', 'spatial transcriptomics', 'mass cytometry imaging']",weak_llm_annotated,2025-06-26T12:49:52.756670,models/gemini-2.5-flash-lite-preview-06-17,False,False,disease_specific_review,N/A,[],N/A,"To present a timely summary of the immune microenvironment of MASH-HCC, discussing the use of cutting-edge technologies like single-cell RNA sequencing, spatial transcriptomics, and mass cytometry imaging. It also covers novel therapeutic innovations in preclinical models for MASH-HCC.",[],Not mentioned,N/A,,,
10.1080/01478885.2024.2391683,39225147,A best practices framework for spatial biology studies in drug discovery and development: enabling successful cohort studies using digital spatial profiling.,method,relevant,"drug discovery and development, biomarker analysis in solid tissue specimens","['spatial transcriptomics', 'spatial proteomics', 'histology images', 'digital spatial profiling (DSP)']",weak_llm_annotated,2025-06-26T12:49:58.675957,models/gemini-2.5-flash-lite-preview-06-17,True,False,N/A,framework,"['Biomarker discovery', 'Cohort study design', 'Tissue profiling']",N/A,"To provide a best practices framework for spatial biology studies in drug discovery and development, enabling successful cohort studies using digital spatial profiling. The framework aims to improve tissue analysis by offering practical guidelines for designing spatial studies and utilizing spatial biology platforms.",[],Not mentioned,N/A,,,
